business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level,formatted_phone_number,formatted_address
OPERATIONAL,"{'location': {'lat': 52.0394444, 'lng': 4.357777800000001}, 'viewport': {'northeast': {'lat': 52.0407506802915, 'lng': 4.359206580291502}, 'southwest': {'lat': 52.0380527197085, 'lng': 4.356508619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Vaartland.nl The Hague,{'open_now': True},"[{'height': 2894, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106510481919159824945"">Erik Rijndorp</a>'], 'photo_reference': 'AeJbb3fT2LyMefmuJSTVW0dz4pPEg8VVtXasCmaI9azpUOnwwKNlWLP4vygQxg9Yp7Lc_P9oPowYWYfcuRMNVDpK5GvsEamx64S9_GG7GQVMN8-ddgT9E_rwmiXRo8oRDoxIDzpyV7QRYnC0kI29p_zfp6eRWBZvNU2MP6P8JlGOvBtshR3N', 'width': 3862}]",ChIJE0TC9m62xUcRyz5SS5j-hYU,"{'compound_code': '29Q5+Q4 The Hague, Netherlands', 'global_code': '9F4629Q5+Q4'}",4.2,ChIJE0TC9m62xUcRyz5SS5j-hYU,GOOGLE,"['car_repair', 'point_of_interest', 'car_dealer', 'store', 'establishment']",297,"Laan van Waalhaven 231, Den Haag",,,070 205 8907,"Laan van Waalhaven 231, 2497 GL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0393249, 'lng': 4.357794699999999}, 'viewport': {'northeast': {'lat': 52.04070873029149, 'lng': 4.359211030291501}, 'southwest': {'lat': 52.03801076970849, 'lng': 4.356513069708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Vakgarage Rene Blankenstein,{'open_now': True},"[{'height': 851, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116894344532253826782"">Vakgarage Rene Blankenstein</a>'], 'photo_reference': 'AeJbb3e_oXxELM4VmpSIF3ZKdvbE_aTOmPoeoS0fl6RPTkSAAjpPOSbhUJRAG9MFj6CJoSrzqiPvW_0x2ffN1Mo0z0Kq0LRDC3sxd12jvhrBTmEOVsM0T3GdQWezgSd1LqmKx3uuzYZgJxJ2NThskKBEUe2WOUO1EkvzZc8YOxfxNuweG1Lv', 'width': 1512}]",ChIJS2e69m62xUcRXbRNMD9KuPc,"{'compound_code': '29Q5+P4 The Hague, Netherlands', 'global_code': '9F4629Q5+P4'}",4.7,ChIJS2e69m62xUcRXbRNMD9KuPc,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",60,"Laan van Waalhaven 223, Den Haag",,,070 415 4480,"Laan van Waalhaven 223, 2497 GL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.039929, 'lng': 4.3574399}, 'viewport': {'northeast': {'lat': 52.0410721802915, 'lng': 4.359153830291503}, 'southwest': {'lat': 52.0383742197085, 'lng': 4.356455869708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jerome's APK en autoservice,{'open_now': True},"[{'height': 832, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107746434023201084021"">Jerome&#39;s APK en autoservice</a>'], 'photo_reference': 'AeJbb3d5BdWdIC-qIPqkfSOsI8xoKfoEv0OJH49L2RvjtldmwLl_WWhlKQXVwxDNIKu9tjJtMj4sJHtqTBN4w08JrTC9s0hFVCBlZKfvmS1Quji7GAL3tn8tno7crk2xMd3NHta6iEQ72iGJfVXxmgnk1ta6_uTmtedgwnUVgZ2XT2l2_189', 'width': 1732}]",ChIJnRL5vW62xUcRsZN1nSi1u4Y,"{'compound_code': '29Q4+XX The Hague, Netherlands', 'global_code': '9F4629Q4+XX'}",4.9,ChIJnRL5vW62xUcRsZN1nSi1u4Y,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",40,"Laan van Waalhaven 169, Den Haag",,,070 303 0009,"Laan van Waalhaven 169, 2497 GN Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0429235, 'lng': 4.3609411}, 'viewport': {'northeast': {'lat': 52.0442074302915, 'lng': 4.362193330291503}, 'southwest': {'lat': 52.0415094697085, 'lng': 4.359495369708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hofstad Autobedrijf,{'open_now': True},,ChIJdYUPZ2m2xUcRZLxcnZDHNMs,"{'compound_code': '29V6+59 The Hague, Netherlands', 'global_code': '9F4629V6+59'}",5,ChIJdYUPZ2m2xUcRZLxcnZDHNMs,GOOGLE,"['car_repair', 'point_of_interest', 'car_dealer', 'store', 'establishment']",4,"Laan van Deelen 41, Den Haag",,,070 322 0989,"Laan van Deelen 41, 2497 GG Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.039339, 'lng': 4.355763}, 'viewport': {'northeast': {'lat': 52.04062423029151, 'lng': 4.357225730291503}, 'southwest': {'lat': 52.03792626970851, 'lng': 4.354527769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Formule 4,,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108334321748838863732"">Ton Zwiers</a>'], 'photo_reference': 'AeJbb3d6o-uhl4PCf6mQh4VSNge9gliPDY6NkrmS8tEozFB5IU_R9-qBb7Dgr4_Zd13vrG35M6lcJtuarCpW-1wmPxtb8YpMzxYu1c4X5B0zHMjFSnP8xkohXQQSEdj5dcny7gYh16xxYuZjvL1tcusuoZgMPuv8lxIYf5xeQ7-uVb9NO_z3', 'width': 4160}]",ChIJn3dmeSexxUcRzBWaYZFiGDs,"{'compound_code': '29Q4+P8 The Hague, Netherlands', 'global_code': '9F4629Q4+P8'}",4,ChIJn3dmeSexxUcRzBWaYZFiGDs,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",2,"Laan van Waalhaven 132, Den Haag",,,06 55172678,"Laan van Waalhaven 132, 2497 GP Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0411174, 'lng': 4.3763219}, 'viewport': {'northeast': {'lat': 52.04231668029151, 'lng': 4.377585530291502}, 'southwest': {'lat': 52.03961871970851, 'lng': 4.374887569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Zwennes Automotive,{'open_now': True},"[{'height': 624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116591858711211454012"">Zwennes Automotive</a>'], 'photo_reference': 'AeJbb3fuoXzHzZkVMH4ZJ663h47MuWI7KOhiIopjTH5ZiSnsBAFQwGQp04yzjXyZgt0XR9PUkc92bCU98AjTopvnPap7nfCLFMn38oWbRlLWfNctSoYCpJae3LiUHKZ0EkfeXnTzOkWD8TXvjQp9MCWCB-2EPlABPEUaIw6PpV2gZ9nasn_Y', 'width': 1110}]",ChIJ_zn2_kG2xUcR_LiS-WlcaiQ,"{'compound_code': '29RG+CG Nootdorp, Netherlands', 'global_code': '9F4629RG+CG'}",4.9,ChIJ_zn2_kG2xUcR_LiS-WlcaiQ,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",14,"Marsdiep 6, Nootdorp",,,06 54338005,"Marsdiep 6, 2631 NL Nootdorp, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0429653, 'lng': 4.3608457}, 'viewport': {'northeast': {'lat': 52.0445147802915, 'lng': 4.361742630291503}, 'southwest': {'lat': 52.0418168197085, 'lng': 4.359044669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Banden Service Roepie Roepie,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113690788120014393968"">Awad Jabbar</a>'], 'photo_reference': 'AeJbb3c7nQlaulhJ7Nq8gUv1_tb7gXsBgwqAsac7cWZQhgpV-0rH1BOaHpivQsT4Oj1Xi_lbSLpdox_chlpB3e5B6BpJ2xf-eUwYPDoMbY7bF4kLClfNFZ3aNUg93J-t1kjUZIq4hEtq2nXtl1z5bXrlM9YFF3H1fK1MqHjIhkFsiOILa8s8', 'width': 4032}]",ChIJP_XGXWm2xUcRWs9n0BThkLU,"{'compound_code': '29V6+58 The Hague, Netherlands', 'global_code': '9F4629V6+58'}",4.7,ChIJP_XGXWm2xUcRWs9n0BThkLU,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",20,"Laan van Deelen 37, Den Haag",,,06 81173598,"Laan van Deelen 37, 2497 GN Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04306829999999, 'lng': 4.3610354}, 'viewport': {'northeast': {'lat': 52.04444453029149, 'lng': 4.362383630291502}, 'southwest': {'lat': 52.04174656970849, 'lng': 4.359685669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Customotion Exclusive Car Projects,,,ChIJowU362u2xUcReyKFDRyYViU,"{'compound_code': '29V6+6C The Hague, Netherlands', 'global_code': '9F4629V6+6C'}",,ChIJowU362u2xUcReyKFDRyYViU,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Laan van Waalhaven 404, Den Haag",,,none,"Laan van Waalhaven 404, 2289 DA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.039983, 'lng': 4.3551953}, 'viewport': {'northeast': {'lat': 52.0412977302915, 'lng': 4.356604580291503}, 'southwest': {'lat': 52.0385997697085, 'lng': 4.353906619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,FAM Fliers Auto's en Motoren,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116071599650046462686"">Sandor Flink</a>'], 'photo_reference': 'AeJbb3dXFmvzLDxf6G5PeUzFZGObW1KmiyS6DNCgkR-dbjKPdK8HYAN3FIqMPF6nid8S5Ifz2V6kRmWkYmORz3MFtnx8Jr67-KC2fmqCdcSS3Uan-3LKzu1wGy_mqFY5m2hyGwQ77LTweAJqpMUlH_0bu3fcC49ckNhegbzX_QAa4FpH2dP1', 'width': 3024}]",ChIJI43Qcm-2xUcRzW8Dq_-4j7s,"{'compound_code': '29Q4+X3 The Hague, Netherlands', 'global_code': '9F4629Q4+X3'}",5,ChIJI43Qcm-2xUcRzW8Dq_-4j7s,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",1,"Laan van Haamstede 39, Den Haag",,,06 52441775,"Laan van Haamstede 39, 2497 GE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0314664, 'lng': 4.367020399999999}, 'viewport': {'northeast': {'lat': 52.0328458802915, 'lng': 4.368418880291502}, 'southwest': {'lat': 52.0301479197085, 'lng': 4.365720919708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Jommens Technische Handelsonderneming,{'open_now': True},,ChIJlZbiUAu2xUcRFB-lvxsStio,"{'compound_code': '29J8+HR The Hague, Netherlands', 'global_code': '9F4629J8+HR'}",,ChIJlZbiUAu2xUcRFB-lvxsStio,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",,"Henricuskade 81, Den Haag",,,015 257 5000,"Henricuskade 81, 2497 NB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04049279999999, 'lng': 4.359510999999999}, 'viewport': {'northeast': {'lat': 52.0418285802915, 'lng': 4.360870930291502}, 'southwest': {'lat': 52.0391306197085, 'lng': 4.358172969708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,EMER Auto-onderdelen,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112893365454729148937"">S. K</a>'], 'photo_reference': 'AeJbb3c2SRscqpKGIzkQSWLguDaZESofCMMFui_m9OgpVM7Jf9HWd_zZtC2f_ozjB4KAUdOPk9-DLlNuvU5T4rPZa4gaPloUCaPzc0UtFjmLU6QODP2u2zngcat0E-iLdw4gBxE2qcGu4BqYzqZQujoaN_UEaZLFouf2YsSn_LjzPRPLj1jG', 'width': 4032}]",ChIJR5Jiom62xUcRfK7e33IoCRE,"{'compound_code': '29R5+5R The Hague, Netherlands', 'global_code': '9F4629R5+5R'}",4.4,ChIJR5Jiom62xUcRfK7e33IoCRE,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",13,"Laan van Waalhaven 291, Den Haag",,,070 752 1842,"Laan van Waalhaven 291, 2497 GL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0408032, 'lng': 4.359057400000001}, 'viewport': {'northeast': {'lat': 52.0422509802915, 'lng': 4.360230680291504}, 'southwest': {'lat': 52.0395530197085, 'lng': 4.357532719708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,APK nu & Autoservice,{'open_now': True},"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106239161335875689454"">APK nu &amp; Autoservice</a>'], 'photo_reference': 'AeJbb3e9V1z8wK-Bg_LeWGMpWW6johw0xwRjpK3wwF_kKR2XhB1oVGPocuRV0DxpPV6J55fg6Un0pG6207Z-H9f8vag6t43qJ4eZZNqdNOnyLHNzv5UHCtAxGlQQVX33TcQ2EdlKfgfuRoWaokvDmseorF8zb4AiqrsTdUC4INELmAdulgKB', 'width': 1920}]",ChIJk9tbAGi3xUcRN-_27gVJG-E,"{'compound_code': '29R5+8J The Hague, Netherlands', 'global_code': '9F4629R5+8J'}",5,ChIJk9tbAGi3xUcRN-_27gVJG-E,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",25,"Laan van Waalhaven 117, Den Haag",,,06 19883009,"Laan van Waalhaven 117, 2497 GK Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.03931550000001, 'lng': 4.357786100000001}, 'viewport': {'northeast': {'lat': 52.04068023029149, 'lng': 4.359173930291502}, 'southwest': {'lat': 52.0379822697085, 'lng': 4.356475969708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Vakgarage Autoschade Schadeherstel,{'open_now': True},"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116066717853403893402"">Vakgarage Autoschade Den Haag</a>'], 'photo_reference': 'AeJbb3e7k-kWKRLlNC3WZt2ZkC9vv5gbq4QHjoaV-WmoSZZwN0zly7RRyzh6BPfne85cXRKy1IcxI2IqalruAou8RV8zNHa4ML9KV5uLiacq2p6aOe5Z5rOoGymFfqnQ_xwXoLzUkYBI2z_SC30mnPyDmGgo0xdQ2-e7MxeDPHfWn8lhFqYg', 'width': 1334}]",ChIJnaO9rbW3xUcRcDVNdbTunNU,"{'compound_code': '29Q5+P4 The Hague, Netherlands', 'global_code': '9F4629Q5+P4'}",,ChIJnaO9rbW3xUcRcDVNdbTunNU,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Laan van Waalhaven 221, Den Haag",,,070 415 4480,"Laan van Waalhaven 221, 2497 GL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0392252, 'lng': 4.3576044}, 'viewport': {'northeast': {'lat': 52.0406268802915, 'lng': 4.359096180291502}, 'southwest': {'lat': 52.0379289197085, 'lng': 4.356398219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Bronlux,{'open_now': True},"[{'height': 5000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116808373319782112903"">Bronlux</a>'], 'photo_reference': 'AeJbb3e9-3ZEXyg_6yrrZPdk4lRr5M0Ohgrn619eHgkTv78zaYzRKKjkIVGVUTPLXQELkj41cIwFnDN2hb3bK6diKQn3TrxVr2FeFwMB7ZwxiOFCWVQoNxgtkIgOKjdBTusDQoH59XGTExOLlNLqLLZCz4dwsjhc7HTiNQHQEJUKVS8UdZYQ', 'width': 5000}]",ChIJqcrRe0q3xUcRLMqwhwLskhw,"{'compound_code': '29Q5+M2 The Hague, Netherlands', 'global_code': '9F4629Q5+M2'}",,ChIJqcrRe0q3xUcRLMqwhwLskhw,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",,"Laan van Waalhaven 217, Den Haag",,,085 060 5574,"Laan van Waalhaven 217, 2497 GL Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.04309019999999, 'lng': 4.3613722}, 'viewport': {'northeast': {'lat': 52.0444177302915, 'lng': 4.362799230291502}, 'southwest': {'lat': 52.0417197697085, 'lng': 4.360101269708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,De Garagist,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107764704966349048671"">Barée de Kruijf</a>'], 'photo_reference': 'AeJbb3fLjrfXh5DvKVgqnqBh9iWiJIKY50IdW8pIRyOHFEueNj6_uiqQpMljD954Y1Ia7YF2H3I6ay580K1O_H9YPk96NRRAjHFWIc1MnqnLUYlwgxB97eWFgbdhQxI6AOFjgi10soMuOrcYA99XJCPxag3jxW17l_AvwpzjL5bGkXG2RsNt', 'width': 1600}]",ChIJIdC7d8GwxUcRGrLfPXySvPQ,"{'compound_code': '29V6+6G The Hague, Netherlands', 'global_code': '9F4629V6+6G'}",4.7,ChIJIdC7d8GwxUcRGrLfPXySvPQ,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",34,"Laan van Waalhaven 432, Den Haag",,,070 352 4092,"Laan van Waalhaven 432, 2497 GG Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0430455, 'lng': 4.3610562}, 'viewport': {'northeast': {'lat': 52.04442948029151, 'lng': 4.362398630291503}, 'southwest': {'lat': 52.04173151970851, 'lng': 4.359700669708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kans Autohulpdienst,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108100650852194456691"">Kans Autohulpdienst</a>'], 'photo_reference': 'AeJbb3cuXT2_Ep_ghja5pH2c8TScvfavbwGwIMnLjk4PC15sG_bhc-s1qG8AWmSvLSrmaM3GEvw9Qg0NImSfMyLV9mBVa9AF9qNJMF_dhEjAxhZx11GKqQIshu6IRjvVSTbj3QApwJXmO3ATZPr-jY58kUYOCLbw78eh5I5wx_r_I6XrqYGn', 'width': 2048}]",ChIJWdjAOja3xUcRN5b4UzCtJT8,"{'compound_code': '29V6+6C The Hague, Netherlands', 'global_code': '9F4629V6+6C'}",5,ChIJWdjAOja3xUcRN5b4UzCtJT8,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",1,"Laan van Waalhaven 404, Den Haag",,,06 15109997,"Laan van Waalhaven 404, 2497 GR Den Haag, Netherlands"
CLOSED_TEMPORARILY,"{'location': {'lat': 52.04298190000001, 'lng': 4.360813300000001}, 'viewport': {'northeast': {'lat': 52.04446173029149, 'lng': 4.361813630291504}, 'southwest': {'lat': 52.0417637697085, 'lng': 4.359115669708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Garagebedrijf Laan Van Deelen,,,ChIJ0aDy4Gu2xUcR-DGh4ldStEA,"{'compound_code': '29V6+58 The Hague, Netherlands', 'global_code': '9F4629V6+58'}",,ChIJ0aDy4Gu2xUcR-DGh4ldStEA,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Laan van Deelen 37, Den Haag",TRUE,,none,"Laan van Deelen 37, 2497 GG Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0432468, 'lng': 4.3606425}, 'viewport': {'northeast': {'lat': 52.0445680802915, 'lng': 4.362147380291503}, 'southwest': {'lat': 52.0418701197085, 'lng': 4.359449419708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autogemaakt.nl,{'open_now': True},"[{'height': 2213, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110818620728044109240"">Autogemaakt.nl</a>'], 'photo_reference': 'AeJbb3ez_yn-iFmUQ8ge65_Iapz0r7mzFOERqXWkIzh5KDw57b_YZe66uAFBEaRzw6VTH38m1vbooLfruVlJ9kgSAhLcyyyYzpOjd3HZ1aCEC0hEPUPlXkFMN_NhvMZ0ZKhbSz8lKe-WAJIiFObJ45_2uEE8btnjE3tTQJgFjVCHQUtESjbF', 'width': 2213}]",ChIJZ8AnhSCsvC4RCmhXY_Eiy6E,"{'compound_code': '29V6+77 The Hague, Netherlands', 'global_code': '9F4629V6+77'}",,ChIJZ8AnhSCsvC4RCmhXY_Eiy6E,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Laan van Waalhaven 418, Den Haag",,,06 22049072,"Laan van Waalhaven 418, 2497 GR Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0357647, 'lng': 4.358122499999999}, 'viewport': {'northeast': {'lat': 52.03707903029149, 'lng': 4.359535830291501}, 'southwest': {'lat': 52.0343810697085, 'lng': 4.356837869708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Verboom Service & Onderhoud,,,ChIJy96_6HG2xUcRdc9mVRgM0I4,"{'compound_code': '29P5+86 The Hague, Netherlands', 'global_code': '9F4629P5+86'}",,ChIJy96_6HG2xUcRdc9mVRgM0I4,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Koolhovenlaan 55, Den Haag",,,06 47204397,"Koolhovenlaan 55, 2497 AM Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.03967309999999, 'lng': 4.3553027}, 'viewport': {'northeast': {'lat': 52.0410600802915, 'lng': 4.356562330291502}, 'southwest': {'lat': 52.0383621197085, 'lng': 4.353864369708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ANWB Technical Expertise Center,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110934137588064264645"">Fred Moerland</a>'], 'photo_reference': 'AeJbb3elwr6ye3pit2ZOYHOLtGkKXqkaCQ7TKcfn7CX7kek-zlGKpIB3tkk8FH40Ck6bzIcMlf8jJLzRkxYihlYHOJTd-3rHybuMzsSSFu83xNOEMTWAh3VTJEzY-tQdDjGW8ZYlIyzt_qJKgi5cbJBr5iYiijoGPO1sIVdh0eM2cl-GdZ-m', 'width': 4032}]",ChIJj1p9c2-2xUcROjSbq5D_Atc,"{'compound_code': '29Q4+V4 The Hague, Netherlands', 'global_code': '9F4629Q4+V4'}",4.6,ChIJj1p9c2-2xUcROjSbq5D_Atc,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",179,"Laan van Haamstede 20, Den Haag",,,088 269 2222,"Laan van Haamstede 20, 2497 GE Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0433643, 'lng': 4.373108}, 'viewport': {'northeast': {'lat': 52.04466678029151, 'lng': 4.374419180291502}, 'southwest': {'lat': 52.04196881970851, 'lng': 4.371721219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sonax Car Care,,,ChIJ_ZMOLxS2xUcRYDoVLdkzbqg,"{'compound_code': '29VF+86 The Hague, Netherlands', 'global_code': '9F4629VF+86'}",,ChIJ_ZMOLxS2xUcRYDoVLdkzbqg,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Goudvinklaan 12, Den Haag",,,06 50258412,"Goudvinklaan 12, 2496 PJ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0692099, 'lng': 4.3883112}, 'viewport': {'northeast': {'lat': 52.07038233029149, 'lng': 4.389408880291501}, 'southwest': {'lat': 52.06768436970849, 'lng': 4.386710919708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Dusseldorp BMW Den Haag,{'open_now': True},"[{'height': 933, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103966620494922761824"">BMW_MINI Amsterdam</a>'], 'photo_reference': 'AeJbb3f78Ads9ZXbX_8YLd9-qWkuiQ8FgkwcK8o6ve1xkJ-id0ClClD2KN5KPGye9fKZ-oOtIKHm5JfO5Wl5nwebbeJl7rw7eK3QbPZ4-jn_y5RN_ytxz7Lujx2brPKK3iLbXnYi67YHF0k8A2vivIZqzye3WPM4q8eHoKUEERuBV7RMrdVH', 'width': 1229}]",ChIJPZk8ENO3xUcRPB0HTH08be4,"{'compound_code': '399Q+M8 The Hague, Netherlands', 'global_code': '9F46399Q+M8'}",4.2,ChIJPZk8ENO3xUcRPB0HTH08be4,GOOGLE,"['car_repair', 'insurance_agency', 'car_dealer', 'store', 'point_of_interest', 'establishment']",414,"Donau 38-40, Den Haag",,,070 301 7170,"Donau 38-40, 2491 BA Den Haag, Netherlands"
